experiment_id,task_id,seed,condition,success,final_reward,db_reward,communicate_reward,nl_assertion_reward,gate_trigger_count,gate_failure_count,gate_retry_count,gate_final_passed,result_path
exp6c_binding_forcing_vs_content,19,901,always_continue_once_control,0,0.0000,0.0000,,0.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_always_continue_once_control/seed_901/results.json
exp6c_binding_forcing_vs_content,19,902,always_continue_once_control,1,1.0000,1.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_always_continue_once_control/seed_902/results.json
exp6c_binding_forcing_vs_content,19,903,always_continue_once_control,1,1.0000,1.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_always_continue_once_control/seed_903/results.json
exp6c_binding_forcing_vs_content,19,904,always_continue_once_control,0,0.0000,0.0000,,0.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_always_continue_once_control/seed_904/results.json
exp6c_binding_forcing_vs_content,19,905,always_continue_once_control,0,0.0000,1.0000,,0.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_always_continue_once_control/seed_905/results.json
exp6c_binding_forcing_vs_content,19,906,always_continue_once_control,0,0.0000,1.0000,,0.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_always_continue_once_control/seed_906/results.json
exp6c_binding_forcing_vs_content,19,907,always_continue_once_control,0,0.0000,1.0000,,0.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_always_continue_once_control/seed_907/results.json
exp6c_binding_forcing_vs_content,19,908,always_continue_once_control,0,0.0000,1.0000,,0.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_always_continue_once_control/seed_908/results.json
exp6c_binding_forcing_vs_content,19,901,coarse_binding_gate,0,0.0000,1.0000,,0.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_coarse_binding_gate/seed_901/results.json
exp6c_binding_forcing_vs_content,19,902,coarse_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_coarse_binding_gate/seed_902/results.json
exp6c_binding_forcing_vs_content,19,903,coarse_binding_gate,0,0.0000,0.0000,,0.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_coarse_binding_gate/seed_903/results.json
exp6c_binding_forcing_vs_content,19,904,coarse_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_coarse_binding_gate/seed_904/results.json
exp6c_binding_forcing_vs_content,19,905,coarse_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_coarse_binding_gate/seed_905/results.json
exp6c_binding_forcing_vs_content,19,906,coarse_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_coarse_binding_gate/seed_906/results.json
exp6c_binding_forcing_vs_content,19,907,coarse_binding_gate,0,0.0000,0.0000,,0.0000,1,0,0,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_coarse_binding_gate/seed_907/results.json
exp6c_binding_forcing_vs_content,19,908,coarse_binding_gate,0,0.0000,0.0000,,1.0000,1,0,0,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_coarse_binding_gate/seed_908/results.json
exp6c_binding_forcing_vs_content,19,901,mode_only_binding_gate,0,0.0000,1.0000,,0.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_mode_only_binding_gate/seed_901/results.json
exp6c_binding_forcing_vs_content,19,902,mode_only_binding_gate,0,0.0000,0.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_mode_only_binding_gate/seed_902/results.json
exp6c_binding_forcing_vs_content,19,903,mode_only_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_mode_only_binding_gate/seed_903/results.json
exp6c_binding_forcing_vs_content,19,904,mode_only_binding_gate,0,0.0000,1.0000,,0.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_mode_only_binding_gate/seed_904/results.json
exp6c_binding_forcing_vs_content,19,905,mode_only_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_mode_only_binding_gate/seed_905/results.json
exp6c_binding_forcing_vs_content,19,906,mode_only_binding_gate,0,0.0000,1.0000,,0.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_mode_only_binding_gate/seed_906/results.json
exp6c_binding_forcing_vs_content,19,907,mode_only_binding_gate,0,0.0000,0.0000,,0.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_mode_only_binding_gate/seed_907/results.json
exp6c_binding_forcing_vs_content,19,908,mode_only_binding_gate,0,0.0000,1.0000,,0.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_mode_only_binding_gate/seed_908/results.json
exp6c_binding_forcing_vs_content,19,901,no_gate,0,0.0000,1.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_no_gate/seed_901/results.json
exp6c_binding_forcing_vs_content,19,902,no_gate,0,0.0000,1.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_no_gate/seed_902/results.json
exp6c_binding_forcing_vs_content,19,903,no_gate,0,0.0000,0.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_no_gate/seed_903/results.json
exp6c_binding_forcing_vs_content,19,904,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_no_gate/seed_904/results.json
exp6c_binding_forcing_vs_content,19,905,no_gate,0,0.0000,0.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_no_gate/seed_905/results.json
exp6c_binding_forcing_vs_content,19,906,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_no_gate/seed_906/results.json
exp6c_binding_forcing_vs_content,19,907,no_gate,0,0.0000,1.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_no_gate/seed_907/results.json
exp6c_binding_forcing_vs_content,19,908,no_gate,0,0.0000,0.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_no_gate/seed_908/results.json
exp6c_binding_forcing_vs_content,19,901,precise_attribution_binding_gate,0,0.0000,0.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_precise_attribution_binding_gate/seed_901/results.json
exp6c_binding_forcing_vs_content,19,902,precise_attribution_binding_gate,0,0.0000,1.0000,,0.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_precise_attribution_binding_gate/seed_902/results.json
exp6c_binding_forcing_vs_content,19,903,precise_attribution_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_precise_attribution_binding_gate/seed_903/results.json
exp6c_binding_forcing_vs_content,19,904,precise_attribution_binding_gate,0,0.0000,1.0000,,0.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_precise_attribution_binding_gate/seed_904/results.json
exp6c_binding_forcing_vs_content,19,905,precise_attribution_binding_gate,0,0.0000,1.0000,,0.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_precise_attribution_binding_gate/seed_905/results.json
exp6c_binding_forcing_vs_content,19,906,precise_attribution_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_precise_attribution_binding_gate/seed_906/results.json
exp6c_binding_forcing_vs_content,19,907,precise_attribution_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_precise_attribution_binding_gate/seed_907/results.json
exp6c_binding_forcing_vs_content,19,908,precise_attribution_binding_gate,1,1.0000,1.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_precise_attribution_binding_gate/seed_908/results.json
exp6c_binding_forcing_vs_content,19,901,wrong_binding_gate,0,0.0000,1.0000,,0.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_wrong_binding_gate/seed_901/results.json
exp6c_binding_forcing_vs_content,19,902,wrong_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_wrong_binding_gate/seed_902/results.json
exp6c_binding_forcing_vs_content,19,903,wrong_binding_gate,1,1.0000,1.0000,,1.0000,1,0,0,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_wrong_binding_gate/seed_903/results.json
exp6c_binding_forcing_vs_content,19,904,wrong_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_wrong_binding_gate/seed_904/results.json
exp6c_binding_forcing_vs_content,19,905,wrong_binding_gate,0,0.0000,0.0000,,0.0000,1,0,0,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_wrong_binding_gate/seed_905/results.json
exp6c_binding_forcing_vs_content,19,906,wrong_binding_gate,0,0.0000,1.0000,,0.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_wrong_binding_gate/seed_906/results.json
exp6c_binding_forcing_vs_content,19,907,wrong_binding_gate,0,0.0000,1.0000,,0.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_wrong_binding_gate/seed_907/results.json
exp6c_binding_forcing_vs_content,19,908,wrong_binding_gate,0,0.0000,1.0000,,0.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_19/condition_wrong_binding_gate/seed_908/results.json
exp6c_binding_forcing_vs_content,36,901,always_continue_once_control,0,0.0000,0.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_always_continue_once_control/seed_901/results.json
exp6c_binding_forcing_vs_content,36,902,always_continue_once_control,0,0.0000,0.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_always_continue_once_control/seed_902/results.json
exp6c_binding_forcing_vs_content,36,903,always_continue_once_control,0,0.0000,0.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_always_continue_once_control/seed_903/results.json
exp6c_binding_forcing_vs_content,36,904,always_continue_once_control,0,0.0000,0.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_always_continue_once_control/seed_904/results.json
exp6c_binding_forcing_vs_content,36,905,always_continue_once_control,0,0.0000,0.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_always_continue_once_control/seed_905/results.json
exp6c_binding_forcing_vs_content,36,906,always_continue_once_control,1,1.0000,1.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_always_continue_once_control/seed_906/results.json
exp6c_binding_forcing_vs_content,36,907,always_continue_once_control,1,1.0000,1.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_always_continue_once_control/seed_907/results.json
exp6c_binding_forcing_vs_content,36,908,always_continue_once_control,0,0.0000,0.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_always_continue_once_control/seed_908/results.json
exp6c_binding_forcing_vs_content,36,901,coarse_binding_gate,1,1.0000,1.0000,,1.0000,1,0,0,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_coarse_binding_gate/seed_901/results.json
exp6c_binding_forcing_vs_content,36,902,coarse_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_coarse_binding_gate/seed_902/results.json
exp6c_binding_forcing_vs_content,36,903,coarse_binding_gate,0,0.0000,0.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_coarse_binding_gate/seed_903/results.json
exp6c_binding_forcing_vs_content,36,904,coarse_binding_gate,0,0.0000,0.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_coarse_binding_gate/seed_904/results.json
exp6c_binding_forcing_vs_content,36,905,coarse_binding_gate,0,0.0000,0.0000,,1.0000,1,0,0,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_coarse_binding_gate/seed_905/results.json
exp6c_binding_forcing_vs_content,36,906,coarse_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_coarse_binding_gate/seed_906/results.json
exp6c_binding_forcing_vs_content,36,907,coarse_binding_gate,0,0.0000,0.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_coarse_binding_gate/seed_907/results.json
exp6c_binding_forcing_vs_content,36,908,coarse_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_coarse_binding_gate/seed_908/results.json
exp6c_binding_forcing_vs_content,36,901,mode_only_binding_gate,1,1.0000,1.0000,,1.0000,1,0,0,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_mode_only_binding_gate/seed_901/results.json
exp6c_binding_forcing_vs_content,36,902,mode_only_binding_gate,0,0.0000,0.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_mode_only_binding_gate/seed_902/results.json
exp6c_binding_forcing_vs_content,36,903,mode_only_binding_gate,0,0.0000,0.0000,,1.0000,2,2,1,0,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_mode_only_binding_gate/seed_903/results.json
exp6c_binding_forcing_vs_content,36,904,mode_only_binding_gate,0,0.0000,0.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_mode_only_binding_gate/seed_904/results.json
exp6c_binding_forcing_vs_content,36,905,mode_only_binding_gate,0,0.0000,0.0000,,1.0000,1,0,0,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_mode_only_binding_gate/seed_905/results.json
exp6c_binding_forcing_vs_content,36,906,mode_only_binding_gate,0,0.0000,0.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_mode_only_binding_gate/seed_906/results.json
exp6c_binding_forcing_vs_content,36,907,mode_only_binding_gate,1,1.0000,1.0000,,1.0000,2,1,1,1,third_party/tau2-bench/data/simulations/exp6c_binding_forcing_vs_content/task_36/condition_mode_only_binding_gate/seed_907/results.json
